Data,Rating,Titolo,Testo,Locale,Etichetta
2015-09-27,30,buon brunch domenicale,sono tornato a distanza di pochi anni il locale sempre carino e con musica rilassante vicino stazione centralequindi comodo per poi ripartire in treno il brunche prevede 4 menu diversi da 20 e 25 euro luno lultima volta costavano 16 euro il mio menu charlottenburg prevede salsicce uova stapazzate bacon rucola e pomodoro patate al forno e succo di frutta in principio portano un tris di burromarmellatacioccolato su 3 fette biscottate il tutto per il tavolo e non a persona è come fare colazione internazionale in hotel con vassoio e non a buffet il cibo buono ben condito e che sazia abbastanza unica nota stonata su tre coperti due avevano le forchette incrostate fatto notare alla cameriera ce ne porta altre due ma sono ancora sporche sarà stato uovo secco incrostato chiesto ancora ne porta altre due che lascia sul tavolo si volta e se ne va in fretta non abbiamo fatto storie tra campeggi e hotel 5 stelle ne ho viste di cose ma almeno un scusate lo poteva anche aver pronunciato buona anche la macedonia con yogurt che rientrava negli altri menu,tadino,neg
2015-09-27,10,da evitare,motivi per evitare di andarci la qualità del cibo è stata pessimaverdure messe li in bella vista vecchie e rinsecchite personale scortese rapporto qualità prezzo pessima in estate è praticamente un buco con 40 gradi,tadino,neg
2015-09-21,40,tutto ok,il locale è accogliente e ti offre una colazione meravigliosa pranzo e apericena di buon valore tutto è curato ed il servizio è gradevole,tadino,pos
2015-09-14,20,piva no grazie!,il locale è carino effettivamente e non si mangia male ma è davvero troppo costoso e pretenzioso è normale che un caffè dasporto costi 150 invece del normale 1 se lo bevi lì mai sentito in nessun posto che ci sia la maggiorazione perchè ti danno un bicchierino di carta che poi butti via in più purtroppo devo dire che il proprietario un signore con piva perenne ti fa davvero passare la voglia di andare lì da loro solo un paio di cameriere una bionda coi capelli corti e una mora coi capelli lunghi sono carine e sorridenti peccato perchè la qualità cè se abbassassero un attimo i prezzi e fossero più cordiali farebbero certamente più successo,tadino,neg
2015-09-09,40,gusto e tranquillità,locale bello per chi cerca un aperitivo tranquillo in zona buenos aires pochi posti a sedere meglio prenotare e buffet piccolo ma di qualità con tanti prodotti sfornati al momento dal locale stesso come pizza e stuzzichini salati atmosfera piacevole e rilassante da provare,tadino,pos
2015-09-07,20,mai più! per una merenda da 9€ a testa mi aspetto una torta di livello è un succo di frutta di qualità!,abbiamo fatto merenda in due prendendo entrambi 1 fetta di torta e 1 succo di frutta dalla bottiglietta a testa e nellordine  la fetta di torta aveva delle dimensioni talmente piccole da sembrare più un pasticcino che una torta servita fredda di frigo nonostante fosse una torta alle mele e cannella su un piattino senza neanche una spolverata di zucchero a velo 5 cad  semplice succo di frutta in bottiglietta non dei migliori tra laltro presentato in semplice bicchiere ai gusti luno di ananas e laltro di mela 4 cad in sintesi 9 per una alquanto squallida merenda sono davvero eccessivi sconsigliato,tadino,neg
2015-09-06,10,basta con queste truffe,sono stato per bere qualcosa con un paio di amiche e alla fine abbiamo fatto un paio di giri a testa totale 5400 euro verifico lo scontrino per scoprire che tutte le consumazioni che sia una coca cola in lattina nemmeno in vetro o una becks senza nemmeno il bicchiere bevi a canna e non rompere un bicchiere di vino ovviamente non versato davanti al cliente per cui potrebbe essere anche tavernello oppure un cocktail costano tutte 900 euro credo ci siano gli estremi per una denuncia per truffa se ci aggiungi che i prezzi non sono esposti da nessuna parte ladri,tadino,neg
2015-09-06,50,il posto migliore nella zona,simpatia del personale locale alla moda cibo buonissimo musica adeguata a tutte le ore del giorno questi sono gli elementi di forza di questo locale bellissimo passarci il tempo fare colazione e aperitivo brunch alla domenica ,tadino,pos
2015-09-04,20,servizio pessimo,e parecchi anni che lavoro in questa zona e anni fa lo frequentavo spesso perché comunque il cibo era buono ma ti passava già da allora la voglia di entrare solo per laccoglienza inesistente e le facce del proprietario almeno credo sia lui siamo tornati dopo parecchio tempo e rapporto qualità prezzo è eccessivo ci sono posti migliori nella zona soprattutto panifici e poi incombe ancora la maleducazione del proprietario sicuramente per questo motivo non lo consiglierei e anche altre mie colleghe non lo frequentano più per fare il ristoratore ci vuole prima di tutto la gentilezza e cortesia è tutto nel suo interesse ma evidentemente ha sbagliato mestiere,tadino,neg
2015-09-04,30,pandenus in via tadino,servizio nella norma ma i prezzi sono completamente fuori da ogni tipologia di barforno di quel genere abbiamo preso due secondi 1 acqua 1 cocacola ed una crostatina alla frutta totale del conto 43 euro una cosa senza senso mai piu,tadino,neg
2015-09-03,50,servizio catering super!!!!,ci siamo affidati a pandenus per servizio catering in occasione di un evento privato abbiamo concordato colazione e light lunch e siamo soddisfattissimi le brioche erano freschissime e deliziose nel loro formato mini e i tramezzini del pranzo erano gustosi e super farciti il servizio catering è stato efficiente e puntuale  un ringraziamento speciale a silvia tedeschi per lestrema disponibilità manifestata in fase di definizione catering e in occasione della giornata dellevento  consigliatissimo stefi  vale,tadino,pos
2015-09-01,40,fantastico aperitivo,aperitivo molto buono con pizza appena fatta verdure fresche e molte altre cose consigliatissimo,tadino,pos
2015-08-18,10,prezzo elevato.,prezzo elevato 8 euro a drink e direttore del personale sgarbatomi è anche capitato che ci abbia fatto alzare per lasciare il posto a persone giudicate più in lato positivo cibo abbondante,tadino,neg
2015-08-10,40,"pane, pizzette e piatti pronti",ecco un bel posticino ho preso un piattino con riso e salmone molto buono inoltre il loro pane è squisito le ragazze del personale sono gentili se abitassi più vicino ci andrei più spesso ,tadino,pos
2015-08-08,10,furto,aperitivo con amicicaldo bestiale9 euro la prima consumazione e anche le seguentiho speso 19 euro per 2 lattine di coca colapochissima scelta di cibo che per di più risulta di qualita bassadiscreta la pizzanon ci torneremo mai più ,tadino,neg
2015-07-30,40,brunch forzato,se ti svegli alle due del pomeriggio è il posto giusto è a metà tra per una colazione sostanziosa e un pranzo leggero brunch appunto ottime le uova strapazzate morbide ottimo il pane e tutto quello che cè nel piatto il prezzo è un po alto visto che le porzioni non sono giganti nota stonata anche chi non mangia paga il coperto per sedersi ahi ahi ahi,tadino,pos
2015-07-29,10,non andateci,prezzi elevatissimi maleducati arroganti presuntuosi qualità appena sufficiente pieno solo per i servizi dei pr prezzolati,tadino,neg
2015-07-22,30,"caro, qualità nella media",ho pranzato in questo locale con unamica abbiamo mangiato abbastanza bene ma labbiamo trovato piuttosto caro il personale è scortese e poco flessibile non è possibile modificare in alcun modo i piatti e focaccepanini sono solo dasportomah,tadino,neg
2015-07-20,30,expensive but nice,costoso si moscow 9 ma se vuoi mangiare una pizza strepitosa bere un buon cocktail e fare due chiacchiere in un posto ben frequentato sei nel posto giusto orario consigliato appena apre verso 193020 si riempie parecchio e ci si deve accontentare di un posto in piedi,tadino,neg
2015-07-17,50,"qualità, cortesia e gratificazione",ho pranzato più di una volta in questo locale provando diversi piatti consigliati e preparati dal mitico umberto la qualità è sempre massima lattenzione e cura per le materie prime anche così come la presentazione dei piatti ottimo punto di riferimento per il pranzo la gentilezza del gestore umberto è proverbiale attentissimo a coccolare tutti i clienti ormai pochi osti sanno accogliere così bene gli avventori nel proprio locale la spesa è commisurata alla qualità ed in alcuni casi anche più economico di altri posti dove si spende uguale o più per qualità inferiore menzione speciale alle centrifughe di frutta e verdura al pesce alla tartare alla frittura e al caffè shekerato  anche lo staff di cui sia avvale umberto è professionale e gentile complimenti a tutti ottima location assolutamente da provare,tadino,pos
2015-07-16,30,aperitivo senza troppe pretese,il locale è piccolino molto accogliente ma ha pochi posti a sedere per un aperitivo veloce e senza troppe pretese va più che bene lo spritz costa 8 euro ed il buffet non è ricchissimo ma è tutto molto buono soprattutto le polpettine e le pizze sfornate di continuo lontano anni luce dai locali fighetti di milano ma sinceramente preferisco così tornerò sicuramente,tadino,neg
2015-07-12,40,una colazione familiare...,ottima selezione di briochepanefocacce il luogo ideale per una colazione in famiglia un pranzo con gli amici o un abbondante aperitivo,tadino,pos
2015-07-08,40,un po' troppo caro...,sono stata per un aperitivo con delle amiche la cameriera era gentile ma un po impreparata non sapeva neanche delle cose semplici forse lavorava lì da poco il locale è molto carino ma un po piccolo laperitivo era buono ma costava 10 euro e direi che è molto alto rispetto alla media da mangiare non cera moltissimo ma le cose erano comunque buone,tadino,pos
2015-07-02,40,"molto buono, ma troppo caro",ci andrei più spesso se non fosse per i prezzi il locale è carino e tutti i prodotti venduti e serviti sono buoni e di qualità il personale non è dei più simpatici ma quando voglio fare aperitivo per mangiare bene ci vado ugualmente adoro in particolare i dolci,tadino,pos
2015-06-29,50,tutto ok...come sempre,ho portato in questo locale che frequento spesso alcuni ospiti di lavoro perché non avevamo molto tempo devo dire che anche questa volta sono riuscito a fare una bella figuratartare buonissima con un contorno abbondante di patate e tutto senza dimenticare il pane che portano in tavola sempre tutto ok,tadino,pos
2015-06-28,30,troppo caro,il locale è molto carino e i prodotti da forno saranno sicuramente ottimi li ho solo visti e non assaggiati però a mio giudizio è caro un normale succo di frutta alla pesca dalla bottiglietta  non un centrifugato o un frullato realizzati al momento  mi è costato 4 euro senza il servizio al tavolo poiché la ragazza al bancone mi ha chiamato quando era pronta la mia ordinazione mi sembra un prezzo ingiustificato,tadino,neg
2015-06-27,10,come farsi spennare...,in 2 abbiamo preso 2 spritz e 2 vini x un totale di 3600 almeno il cibo al bancone fosse stato particolare ma con pizza mortadella e polpette non si poteva fare cena da evitare consiglio di scrivere fuori il prezzo,tadino,neg
2015-06-27,50,una pausa pranzo top!,ragazzi venire qua è come stare a casa il padrone di casa ti fa sentire proprio un ospite importante ottimo cibo e ambiente eccezionale per lestate hanno aperto tutte le porte creando un ambiente veramente unico,tadino,pos
2015-06-27,50,brunch,il migliore brunch di milano una tartare pazzesca ed i dolci neanche da dire finalmente qualità e staff super cortese,tadino,pos
2015-06-26,40,speciale!,centrifugati pazzeschi a 5 euro dolci yogurt con avena e frutti di bosco per una colazione top cornetti nella mediapersonale cortese aperitivo carino ma menu aperitivo e qualità da rivedere per un ambiente tanto bello ed accogliente,tadino,pos
